,fecha,hora,co_la_boca,no2_la_boca,pm10_la_boca,fecha-hora,Flujo en Sentido A,Flujo en Sentido B,HORA,TEMP,HUM,PNM,DD,FF,weekday,dia de la semana
0,1/1/2019,1,0.48,10,23,2019-01-01 01,2397,1771,1,25.9,64,1010.6,70,19,Tuesday,2
1,1/1/2019,2,0.46,11,23,2019-01-01 02,3013,2384,2,25.4,67,1010.4,70,19,Tuesday,2
2,1/1/2019,3,0.46,12,23,2019-01-01 03,2098,1835,3,24.7,71,1010.5,50,20,Tuesday,2
3,1/1/2019,4,0.46,11,24,2019-01-01 04,1165,1254,4,24.1,75,1010.2,50,17,Tuesday,2
4,1/1/2019,5,0.45,9,24,2019-01-01 05,1176,1026,5,23.7,80,1010.8,70,17,Tuesday,2
5,1/1/2019,6,0.44,8,24,2019-01-01 06,952,1000,6,23.3,81,1011,70,17,Tuesday,2
6,1/1/2019,7,0.44,9,25,2019-01-01 07,695,832,7,23.8,85,1011.2,70,15,Tuesday,2
7,1/1/2019,8,0.42,9,24,2019-01-01 08,533,597,8,24,87,1011.5,50,15,Tuesday,2
8,1/1/2019,9,0.43,8,24,2019-01-01 09,518,482,9,25.2,83,1011.4,50,13,Tuesday,2
9,1/1/2019,10,0.43,8,24,2019-01-01 10,668,569,10,26.6,78,1011,50,13,Tuesday,2
10,1/1/2019,11,0.44,5,23,2019-01-01 11,1082,1120,11,27.6,76,1010.7,50,11,Tuesday,2
11,1/1/2019,12,0.44,6,23,2019-01-01 12,1601,1796,12,27.6,78,1010.3,70,13,Tuesday,2
12,1/1/2019,13,0.44,5,23,2019-01-01 13,1746,2202,13,28.7,77,1009.6,70,13,Tuesday,2
13,1/1/2019,14,0.45,7,23,2019-01-01 14,1291,1586,14,28.5,79,1008.7,90,17,Tuesday,2
14,1/1/2019,15,0.45,7,24,2019-01-01 15,1347,1321,15,29.3,80,1008.2,90,17,Tuesday,2
15,1/1/2019,16,0.46,7,24,2019-01-01 16,1756,1574,16,30.1,76,1006.9,90,17,Tuesday,2
16,1/1/2019,17,0.46,7,24,2019-01-01 17,2124,2081,17,31,75,1006,360,13,Tuesday,2
17,1/1/2019,18,0.48,10,23,2019-01-01 18,2636,2497,18,29.2,82,1005.9,320,15,Tuesday,2
18,1/1/2019,19,0.51,12,23,2019-01-01 19,2793,2432,19,29.1,77,1005.8,340,17,Tuesday,2
19,1/1/2019,20,0.53,10,22,2019-01-01 20,2581,2490,20,28.9,81,1005.5,360,20,Tuesday,2
20,1/1/2019,21,0.54,9,22,2019-01-01 21,2414,2532,21,28.7,80,1006.5,20,13,Tuesday,2
21,1/1/2019,22,0.56,11,22,2019-01-01 22,1822,2087,22,28.7,78,1007.7,360,9,Tuesday,2
22,1/1/2019,23,0.58,10,23,2019-01-01 23,1216,1634,23,28.7,76,1007.7,360,19,Tuesday,2
23,1/1/2019,24,0.58,8,22,2019-01-01 24,,,24,25.5,72,1011,70,19,Tuesday,2
24,1/2/2019,1,0.58,10,22,2019-01-02 01,464,829,1,27.3,82,1006.7,320,15,Wednesday,3
25,1/2/2019,2,0.57,7,21,2019-01-02 02,356,525,2,26.8,82,1005.3,320,20,Wednesday,3
26,1/2/2019,3,0.55,8,21,2019-01-02 03,369,427,3,26.1,83,1005.1,320,15,Wednesday,3
27,1/2/2019,4,0.54,7,20,2019-01-02 04,731,619,4,26,83,1005.8,320,13,Wednesday,3
28,1/2/2019,5,0.54,8,20,2019-01-02 05,1869,1121,5,25.7,88,1005.8,320,11,Wednesday,3
29,1/2/2019,6,0.53,12,19,2019-01-02 06,3131,1909,6,26,85,1005.6,340,11,Wednesday,3
30,1/2/2019,7,0.54,13,19,2019-01-02 07,3982,2930,7,26.6,85,1005.6,340,15,Wednesday,3
31,1/2/2019,8,0.56,12,20,2019-01-02 08,4287,3169,8,26.8,87,1005.4,340,13,Wednesday,3
32,1/2/2019,9,0.58,12,20,2019-01-02 09,3737,3105,9,27,86,1005,360,13,Wednesday,3
33,1/2/2019,10,0.61,15,20,2019-01-02 10,3152,2988,10,28.4,83,1004.2,340,19,Wednesday,3
34,1/2/2019,11,0.64,14,20,2019-01-02 11,3100,3118,11,29,83,1003.7,360,15,Wednesday,3
35,1/2/2019,12,0.66,20,20,2019-01-02 12,2956,3410,12,29.1,84,1003,20,7,Wednesday,3
36,1/2/2019,13,0.7,26,22,2019-01-02 13,2657,3226,13,30,80,1002.3,290,13,Wednesday,3
37,1/2/2019,14,0.71,17,23,2019-01-02 14,2709,3520,14,24.6,91,1003.5,200,11,Wednesday,3
38,1/2/2019,15,0.7,17,22,2019-01-02 15,2648,3634,15,24.8,90,1002.3,100,20,Wednesday,3
39,1/2/2019,16,0.69,15,21,2019-01-02 16,2719,3884,16,25,86,1002.6,180,11,Wednesday,3
40,1/2/2019,17,0.68,19,21,2019-01-02 17,3038,3987,17,25,86,1002.2,70,6,Wednesday,3
41,1/2/2019,18,0.69,19,20,2019-01-02 18,2654,4333,18,25.1,86,1003.2,990,4,Wednesday,3
42,1/2/2019,19,0.69,20,18,2019-01-02 19,2176,3367,19,25.7,80,1003.2,990,4,Wednesday,3
43,1/2/2019,20,0.68,22,18,2019-01-02 20,1957,2740,20,25.6,77,1004.5,990,4,Wednesday,3
44,1/2/2019,21,0.66,27,18,2019-01-02 21,1786,2279,21,25.4,78,1005,230,13,Wednesday,3
45,1/2/2019,22,0.66,24,17,2019-01-02 22,1193,1764,22,25.3,81,1006.3,230,9,Wednesday,3
46,1/2/2019,23,0.66,23,16,2019-01-02 23,931,1382,23,25.3,80,1007,230,9,Wednesday,3
47,1/2/2019,24,0.65,20,16,2019-01-02 24,,,24,28,82,1008,360,28,Wednesday,3
48,1/3/2019,1,0.61,27,16,2019-01-03 01,442,846,1,23.1,63,1008.4,160,24,Thursday,4
49,1/3/2019,2,0.56,10,16,2019-01-03 02,324,539,2,21.6,64,1008.8,160,20,Thursday,4
50,1/3/2019,3,0.5,7,16,2019-01-03 03,327,476,3,20.7,53,1009.7,180,17,Thursday,4
51,1/3/2019,4,0.44,7,17,2019-01-03 04,714,583,4,20.3,46,1010.2,180,22,Thursday,4
52,1/3/2019,5,0.39,8,17,2019-01-03 05,1939,1068,5,19.2,52,1010.8,180,19,Thursday,4
53,1/3/2019,6,0.33,12,17,2019-01-03 06,2976,2115,6,18.3,57,1012.1,180,15,Thursday,4
54,1/3/2019,7,0.29,14,17,2019-01-03 07,4140,2866,7,18.1,58,1012.7,160,9,Thursday,4
55,1/3/2019,8,0.25,12,17,2019-01-03 08,4489,3268,8,18.1,56,1012.9,180,15,Thursday,4
56,1/3/2019,9,0.24,11,17,2019-01-03 09,4204,3319,9,18.5,47,1013.3,160,15,Thursday,4
57,1/3/2019,10,0.23,8,16,2019-01-03 10,3614,3234,10,19.7,45,1013.7,140,15,Thursday,4
58,1/3/2019,11,0.23,9,16,2019-01-03 11,3416,3606,11,21.1,36,1013.8,140,17,Thursday,4
59,1/3/2019,12,0.24,14,17,2019-01-03 12,3344,3728,12,21.3,56,1013.9,70,17,Thursday,4
60,1/3/2019,13,0.25,13,14,2019-01-03 13,3382,3764,13,21.7,50,1013.6,50,13,Thursday,4
61,1/3/2019,14,0.26,16,12,2019-01-03 14,3429,3980,14,22.1,52,1013.5,50,15,Thursday,4
62,1/3/2019,15,0.27,18,14,2019-01-03 15,3190,4162,15,22.5,49,1013,50,15,Thursday,4
63,1/3/2019,16,0.28,18,16,2019-01-03 16,3175,4407,16,22.7,51,1012.4,50,13,Thursday,4
64,1/3/2019,17,0.29,18,17,2019-01-03 17,3223,4744,17,22.6,50,1011.9,50,13,Thursday,4
65,1/3/2019,18,0.31,17,18,2019-01-03 18,2824,4733,18,22.4,49,1011.6,50,9,Thursday,4
66,1/3/2019,19,0.33,19,19,2019-01-03 19,2246,3831,19,22.1,51,1011.4,70,9,Thursday,4
67,1/3/2019,20,0.33,22,20,2019-01-03 20,2368,3220,20,21.3,55,1012,70,7,Thursday,4
68,1/3/2019,21,0.34,26,19,2019-01-03 21,2136,2741,21,20.8,57,1012.6,90,7,Thursday,4
69,1/3/2019,22,0.36,21,19,2019-01-03 22,1521,2071,22,20.4,59,1013.1,90,11,Thursday,4
70,1/3/2019,23,0.37,23,19,2019-01-03 23,1083,1710,23,21.2,54,1013.5,90,7,Thursday,4
71,1/3/2019,24,0.37,21,19,2019-01-03 24,,,24,24.8,80,1007.6,200,15,Thursday,4
72,1/4/2019,1,0.37,16,19,2019-01-04 01,591,1113,1,21.2,57,1013.6,360,17,Friday,5
73,1/4/2019,2,0.37,15,19,2019-01-04 02,425,727,2,21,52,1013,360,19,Friday,5
74,1/4/2019,3,0.36,13,19,2019-01-04 03,372,559,3,21,53,1012.7,360,22,Friday,5
75,1/4/2019,4,0.35,21,19,2019-01-04 04,700,597,4,20.9,60,1012.9,360,22,Friday,5
76,1/4/2019,5,0.34,19,19,2019-01-04 05,1938,1197,5,20.3,68,1013.6,360,20,Friday,5
77,1/4/2019,6,0.33,17,19,2019-01-04 06,3243,2181,6,20.2,65,1014.3,340,19,Friday,5
78,1/4/2019,7,0.34,16,19,2019-01-04 07,4224,2870,7,19.4,73,1015.2,340,19,Friday,5
79,1/4/2019,8,0.36,15,20,2019-01-04 08,4598,3224,8,20.2,67,1015.5,340,19,Friday,5
80,1/4/2019,9,0.37,18,20,2019-01-04 09,4371,3302,9,21.2,59,1015.7,340,15,Friday,5
81,1/4/2019,10,0.39,26,20,2019-01-04 10,3762,3366,10,22.8,60,1015.5,340,17,Friday,5
82,1/4/2019,11,0.41,22,21,2019-01-04 11,3704,3665,11,25.5,46,1015.6,290,17,Friday,5
83,1/4/2019,12,0.43,25,22,2019-01-04 12,3587,3735,12,25.3,54,1015.5,360,17,Friday,5
84,1/4/2019,13,0.45,28,22,2019-01-04 13,3529,3995,13,26,56,1015,360,17,Friday,5
85,1/4/2019,14,0.45,24,22,2019-01-04 14,3473,4223,14,26.5,53,1014.5,20,15,Friday,5
86,1/4/2019,15,0.44,25,20,2019-01-04 15,3445,4272,15,26.8,56,1013.9,20,15,Friday,5
87,1/4/2019,16,0.44,,19,2019-01-04 16,3371,4319,16,26.8,58,1013.2,20,15,Friday,5
88,1/4/2019,17,0.46,25,18,2019-01-04 17,3236,4685,17,27.2,57,1012.7,20,15,Friday,5
89,1/4/2019,18,0.48,25,17,2019-01-04 18,2874,4631,18,27.3,57,1012.3,20,13,Friday,5
90,1/4/2019,19,0.51,32,17,2019-01-04 19,2497,3882,19,27.2,50,1012.5,360,13,Friday,5
91,1/4/2019,20,0.56,44,18,2019-01-04 20,2482,3260,20,26.4,44,1013,20,9,Friday,5
92,1/4/2019,21,0.6,41,19,2019-01-04 21,2774,2939,21,26.2,43,1013.4,20,9,Friday,5
93,1/4/2019,22,0.66,39,19,2019-01-04 22,1979,2414,22,26.2,49,1013.9,50,9,Friday,5
94,1/4/2019,23,0.66,39,20,2019-01-04 23,1459,1887,23,26.2,56,1014.2,50,15,Friday,5
95,1/4/2019,24,0.65,39,21,2019-01-04 24,,,24,21.3,56,1013.7,50,15,Friday,5
96,1/5/2019,1,0.63,26,21,2019-01-05 01,979,1810,1,25.2,62,1014.4,50,19,Saturday,6
97,1/5/2019,2,0.59,21,22,2019-01-05 02,835,1276,2,24.6,61,1014.2,20,15,Saturday,6
98,1/5/2019,3,0.56,20,22,2019-01-05 03,569,929,3,24.4,57,1013.7,360,15,Saturday,6
99,1/5/2019,4,0.52,14,22,2019-01-05 04,727,901,4,23.7,66,1013.4,360,15,Saturday,6
100,1/5/2019,5,0.48,19,22,2019-01-05 05,1616,1106,5,23.6,64,1013.7,360,17,Saturday,6
101,1/5/2019,6,0.43,23,22,2019-01-05 06,1932,1501,6,23.7,64,1013.7,360,20,Saturday,6
102,1/5/2019,7,0.39,19,22,2019-01-05 07,2183,1667,7,23.9,63,1014.3,360,19,Saturday,6
103,1/5/2019,8,0.35,17,23,2019-01-05 08,2702,1775,8,24,55,1014.6,360,24,Saturday,6
104,1/5/2019,9,0.34,18,25,2019-01-05 09,2857,2138,9,24.2,57,1014.7,360,20,Saturday,6
105,1/5/2019,10,0.33,17,26,2019-01-05 10,2812,2443,10,25,58,1014.6,360,19,Saturday,6
106,1/5/2019,11,0.33,17,26,2019-01-05 11,2778,2874,11,25.7,52,1014.4,360,19,Saturday,6
107,1/5/2019,12,0.32,18,27,2019-01-05 12,2769,3135,12,26.9,49,1014.1,360,17,Saturday,6
108,1/5/2019,13,0.32,16,27,2019-01-05 13,2545,3180,13,27.3,47,1013.1,360,13,Saturday,6
109,1/5/2019,14,0.32,15,27,2019-01-05 14,2229,2849,14,28,43,1012.4,20,13,Saturday,6
110,1/5/2019,15,0.31,14,28,2019-01-05 15,2053,2530,15,28.6,39,1011.7,20,11,Saturday,6
111,1/5/2019,16,0.3,15,29,2019-01-05 16,2149,2476,16,28.7,40,1010.7,50,13,Saturday,6
112,1/5/2019,17,0.3,16,31,2019-01-05 17,2105,2379,17,28.6,41,1009.5,70,13,Saturday,6
113,1/5/2019,18,0.31,16,33,2019-01-05 18,2197,2594,18,28.3,45,1008.6,110,19,Saturday,6
114,1/5/2019,19,0.31,13,36,2019-01-05 19,2358,2644,19,27.9,47,1008.2,110,20,Saturday,6
115,1/5/2019,20,0.31,14,36,2019-01-05 20,2736,3106,20,26.7,64,1008.1,110,17,Saturday,6
116,1/5/2019,21,0.33,28,36,2019-01-05 21,2892,3169,21,26.3,69,1008,110,13,Saturday,6
117,1/5/2019,22,0.35,22,35,2019-01-05 22,2400,2490,22,27.9,62,1008.4,20,19,Saturday,6
118,1/5/2019,23,0.38,19,35,2019-01-05 23,1724,2052,23,27,65,1009.3,20,15,Saturday,6
119,1/5/2019,24,0.4,17,34,2019-01-05 24,,,24,25.6,59,1014.2,50,19,Saturday,6
120,1/6/2019,1,0.41,15,34,2019-01-06 01,1494,2133,1,26.3,62,1009.5,20,19,Sunday,7
121,1/6/2019,2,0.42,15,34,2019-01-06 02,1073,1783,2,26.1,63,1008.6,20,19,Sunday,7
122,1/6/2019,3,0.41,14,33,2019-01-06 03,826,1383,3,25.9,62,1007.7,20,22,Sunday,7
123,1/6/2019,4,0.42,22,33,2019-01-06 04,708,1018,4,25.2,67,1009.4,290,7,Sunday,7
124,1/6/2019,5,0.4,25,33,2019-01-06 05,1183,1018,5,24.1,69,1008,320,7,Sunday,7
125,1/6/2019,6,0.38,20,33,2019-01-06 06,1220,1272,6,23.8,69,1008.4,250,7,Sunday,7
126,1/6/2019,7,0.38,21,33,2019-01-06 07,953,1087,7,23.2,83,1008.4,360,9,Sunday,7
127,1/6/2019,8,0.38,21,33,2019-01-06 08,928,848,8,24.6,80,1007.4,360,19,Sunday,7
128,1/6/2019,9,0.38,21,30,2019-01-06 09,1124,945,9,23.2,75,1008.7,290,15,Sunday,7
129,1/6/2019,10,0.38,19,29,2019-01-06 10,1247,1139,10,21.2,82,1008.3,290,17,Sunday,7
130,1/6/2019,11,0.39,25,27,2019-01-06 11,1541,1562,11,22.4,83,1006.8,320,24,Sunday,7
131,1/6/2019,12,0.39,25,25,2019-01-06 12,1822,2136,12,25,70,1005.7,360,20,Sunday,7
132,1/6/2019,13,0.39,23,25,2019-01-06 13,1860,1985,13,26.2,74,1005.4,360,28,Sunday,7
133,1/6/2019,14,0.41,23,24,2019-01-06 14,1601,1839,14,26.4,61,1005.2,230,11,Sunday,7
134,1/6/2019,15,0.4,11,24,2019-01-06 15,1808,1786,15,27.2,57,1003.9,200,9,Sunday,7
135,1/6/2019,16,0.39,15,23,2019-01-06 16,2192,2157,16,27.8,54,1004,230,7,Sunday,7
136,1/6/2019,17,0.38,13,22,2019-01-06 17,2477,2423,17,28.2,51,1002.7,200,6,Sunday,7
137,1/6/2019,18,0.38,14,20,2019-01-06 18,2485,2484,18,28.5,49,1002.7,200,9,Sunday,7
138,1/6/2019,19,0.37,21,16,2019-01-06 19,2527,2779,19,28.3,51,1003.3,200,7,Sunday,7
139,1/6/2019,20,0.37,21,15,2019-01-06 20,2559,3072,20,27,55,1002.1,180,7,Sunday,7
140,1/6/2019,21,0.37,27,15,2019-01-06 21,2240,2847,21,26.3,64,1003.2,230,11,Sunday,7
141,1/6/2019,22,0.38,30,16,2019-01-06 22,1598,2310,22,25.6,67,1004.7,230,11,Sunday,7
142,1/6/2019,23,0.39,25,16,2019-01-06 23,1271,1880,23,25.2,75,1003.5,20,6,Sunday,7
143,1/6/2019,24,0.42,29,17,2019-01-06 24,,,24,26.7,63,1009.4,20,20,Sunday,7
144,1/7/2019,1,0.45,31,18,2019-01-07 01,536,941,1,22.9,85,1001.6,140,4,Monday,1
145,1/7/2019,2,0.48,33,18,2019-01-07 02,398,626,2,23.1,88,1001.2,180,6,Monday,1
146,1/7/2019,3,0.49,25,18,2019-01-07 03,383,460,3,22.7,83,1001.5,230,6,Monday,1
147,1/7/2019,4,0.49,29,18,2019-01-07 04,715,592,4,22.5,87,1000,140,4,Monday,1
148,1/7/2019,5,0.5,29,19,2019-01-07 05,1953,1126,5,22.7,87,999.2,200,6,Monday,1
149,1/7/2019,6,0.49,32,19,2019-01-07 06,3133,2093,6,22.8,82,998,180,7,Monday,1
150,1/7/2019,7,0.48,28,19,2019-01-07 07,4184,3003,7,22.9,80,999.3,230,7,Monday,1
151,1/7/2019,8,0.47,28,18,2019-01-07 08,3974,3230,8,23.4,80,999.3,200,7,Monday,1
152,1/7/2019,9,0.45,26,18,2019-01-07 09,3940,3251,9,23.7,77,999.2,180,11,Monday,1
153,1/7/2019,10,0.44,24,19,2019-01-07 10,3407,3211,10,23.4,77,1000,230,9,Monday,1
154,1/7/2019,11,0.44,24,19,2019-01-07 11,3230,3477,11,23.8,77,999.8,230,9,Monday,1
155,1/7/2019,12,0.44,25,20,2019-01-07 12,3209,3433,12,25.1,70,999.8,230,7,Monday,1
156,1/7/2019,13,0.44,23,20,2019-01-07 13,3190,3400,13,26,69,999.3,200,7,Monday,1
157,1/7/2019,14,0.45,27,21,2019-01-07 14,3150,3845,14,26.2,64,999.2,270,11,Monday,1
158,1/7/2019,15,0.46,30,21,2019-01-07 15,3057,3812,15,26.2,67,999.5,270,9,Monday,1
159,1/7/2019,16,0.46,23,22,2019-01-07 16,2932,4220,16,27.2,64,999.6,250,13,Monday,1
160,1/7/2019,17,0.46,21,22,2019-01-07 17,3170,4571,17,27.6,60,999.5,350,11,Monday,1
161,1/7/2019,18,0.46,25,23,2019-01-07 18,2808,4711,18,27.7,62,999.9,250,7,Monday,1
162,1/7/2019,19,0.47,27,24,2019-01-07 19,2096,3593,19,28.2,63,1000.5,270,9,Monday,1
163,1/7/2019,20,0.47,30,24,2019-01-07 20,2006,2932,20,26.9,66,1001.1,270,7,Monday,1
164,1/7/2019,21,0.49,34,25,2019-01-07 21,1941,2441,21,25.4,73,1002,320,7,Monday,1
165,1/7/2019,22,0.53,35,25,2019-01-07 22,1224,1981,22,25,75,1002.5,320,7,Monday,1
166,1/7/2019,23,0.57,33,26,2019-01-07 23,938,1459,23,24.4,79,1003.2,320,11,Monday,1
167,1/7/2019,24,0.62,35,27,2019-01-07 24,,,24,23.2,90,1002.9,20,6,Monday,1
168,1/8/2019,1,0.64,28,27,2019-01-08 01,475,874,1,24.2,82,1003.9,320,11,Tuesday,2
169,1/8/2019,2,0.64,22,27,2019-01-08 02,314,533,2,23.3,87,1004.1,320,13,Tuesday,2
170,1/8/2019,3,0.62,21,27,2019-01-08 03,355,443,3,22.8,86,1004.5,320,7,Tuesday,2
171,1/8/2019,4,0.62,27,27,2019-01-08 04,694,584,4,22.6,88,1006.5,320,9,Tuesday,2
172,1/8/2019,5,0.59,22,27,2019-01-08 05,1916,1061,5,22.2,91,1006.2,320,9,Tuesday,2
173,1/8/2019,6,0.55,23,27,2019-01-08 06,3280,2115,6,22.6,86,1006.9,320,11,Tuesday,2
174,1/8/2019,7,0.51,22,27,2019-01-08 07,4284,3004,7,23.9,82,1007.9,290,15,Tuesday,2
175,1/8/2019,8,0.47,24,28,2019-01-08 08,4550,3367,8,25.7,73,1008.8,290,11,Tuesday,2
176,1/8/2019,9,0.48,25,28,2019-01-08 09,4202,3296,9,27.1,66,1009.2,290,13,Tuesday,2
177,1/8/2019,10,0.49,24,28,2019-01-08 10,3639,3322,10,28.8,58,1010.1,290,9,Tuesday,2
178,1/8/2019,11,0.49,22,28,2019-01-08 11,3496,3557,11,30,54,1010.3,250,13,Tuesday,2
179,1/8/2019,12,0.48,21,29,2019-01-08 12,3140,3656,12,30.8,48,1009.9,250,9,Tuesday,2
180,1/8/2019,13,0.47,17,29,2019-01-08 13,3239,3551,13,30.4,52,1009.7,200,7,Tuesday,2
181,1/8/2019,14,0.46,24,29,2019-01-08 14,3303,3915,14,30,57,1009.9,20,9,Tuesday,2
182,1/8/2019,15,0.44,23,29,2019-01-08 15,3119,4089,15,29.9,61,1009.6,50,15,Tuesday,2
183,1/8/2019,16,0.42,22,30,2019-01-08 16,3075,4211,16,29.4,64,1008.6,50,19,Tuesday,2
184,1/8/2019,17,0.39,24,32,2019-01-08 17,3191,4719,17,29.7,61,1007.9,50,17,Tuesday,2
185,1/8/2019,18,0.38,27,31,2019-01-08 18,2760,4560,18,29.4,61,1007.2,70,17,Tuesday,2
186,1/8/2019,19,0.39,34,32,2019-01-08 19,2185,3589,19,28.7,60,1007.6,90,19,Tuesday,2
187,1/8/2019,20,0.41,35,32,2019-01-08 20,2284,3240,20,28,69,1007.9,90,19,Tuesday,2
188,1/8/2019,21,0.43,36,32,2019-01-08 21,2145,2739,21,27.8,70,1007.4,90,22,Tuesday,2
189,1/8/2019,22,0.45,30,32,2019-01-08 22,1346,2088,22,27.8,72,1007.7,90,19,Tuesday,2
190,1/8/2019,23,0.46,25,32,2019-01-08 23,1097,1649,23,27.4,76,1007.8,90,22,Tuesday,2
191,1/8/2019,24,0.46,21,31,2019-01-08 24,,,24,23.8,84,1003.8,320,9,Tuesday,2
192,1/9/2019,1,0.46,18,29,2019-01-09 01,564,1046,1,27.6,72,1006.9,50,20,Wednesday,3
193,1/9/2019,2,0.46,17,28,2019-01-09 02,389,709,2,27.4,72,1006.1,50,15,Wednesday,3
194,1/9/2019,3,0.45,14,28,2019-01-09 03,390,520,3,27.3,74,1004.9,50,15,Wednesday,3
195,1/9/2019,4,0.44,14,28,2019-01-09 04,728,632,4,27,75,1004.8,360,17,Wednesday,3
196,1/9/2019,5,0.44,23,28,2019-01-09 05,1964,1114,5,26.2,80,1005.4,340,19,Wednesday,3
197,1/9/2019,6,0.44,19,28,2019-01-09 06,3195,2201,6,25.8,81,1006,290,11,Wednesday,3
198,1/9/2019,7,0.45,20,28,2019-01-09 07,4221,2983,7,26.1,77,1006.7,270,11,Wednesday,3
199,1/9/2019,8,0.44,23,31,2019-01-09 08,4548,3374,8,23.5,65,1006.5,200,11,Wednesday,3
200,1/9/2019,9,0.44,24,30,2019-01-09 09,4065,3326,9,26.7,50,1005.2,200,9,Wednesday,3
201,1/9/2019,10,0.48,22,30,2019-01-09 10,3629,3335,10,28.5,42,1006.1,230,13,Wednesday,3
202,1/9/2019,11,0.47,18,30,2019-01-09 11,3398,3582,11,29.4,38,1007,250,13,Wednesday,3
203,1/9/2019,12,0.47,19,30,2019-01-09 12,3395,3676,12,30.3,38,1006.5,200,13,Wednesday,3
204,1/9/2019,13,0.46,19,31,2019-01-09 13,3352,3764,13,30.2,38,1006.8,200,11,Wednesday,3
205,1/9/2019,14,0.43,17,30,2019-01-09 14,3356,4048,14,29.2,48,1006.6,200,13,Wednesday,3
206,1/9/2019,15,0.39,16,29,2019-01-09 15,3132,4117,15,28.3,45,1005.2,180,9,Wednesday,3
207,1/9/2019,16,0.39,18,29,2019-01-09 16,3090,4288,16,29.4,43,1005.4,180,7,Wednesday,3
208,1/9/2019,17,0.39,20,29,2019-01-09 17,3329,4690,17,26.9,57,1006.6,110,24,Wednesday,3
209,1/9/2019,18,0.36,20,30,2019-01-09 18,2916,4668,18,26.1,63,1007,110,19,Wednesday,3
210,1/9/2019,19,0.37,26,29,2019-01-09 19,2271,3752,19,25.8,62,1007.3,110,19,Wednesday,3
211,1/9/2019,20,0.37,27,27,2019-01-09 20,2328,3176,20,25.4,63,1008.1,110,15,Wednesday,3
212,1/9/2019,21,0.38,23,27,2019-01-09 21,2062,2578,21,25.6,63,1009.2,140,15,Wednesday,3
213,1/9/2019,22,0.39,26,26,2019-01-09 22,1394,2111,22,24.8,64,1010,140,13,Wednesday,3
214,1/9/2019,23,0.4,16,26,2019-01-09 23,1069,1710,23,24.4,66,1010.5,140,17,Wednesday,3
215,1/9/2019,24,0.4,20,26,2019-01-09 24,,,24,27.6,75,1007.2,70,20,Wednesday,3
216,1/10/2019,1,0.39,17,26,2019-01-10 01,579,1136,1,22.4,81,1009.5,140,31,Thursday,4
217,1/10/2019,2,0.38,12,27,2019-01-10 02,421,624,2,21.7,74,1009.7,140,31,Thursday,4
218,1/10/2019,3,0.35,12,27,2019-01-10 03,344,507,3,21.2,72,1009.9,140,26,Thursday,4
219,1/10/2019,4,0.33,13,27,2019-01-10 04,705,618,4,20.8,74,1010.1,140,19,Thursday,4
220,1/10/2019,5,0.31,17,27,2019-01-10 05,1871,1074,5,20.5,73,1011.2,140,15,Thursday,4
221,1/10/2019,6,0.3,16,26,2019-01-10 06,3289,2086,6,20.9,71,1011.4,140,17,Thursday,4
222,1/10/2019,7,0.29,24,26,2019-01-10 07,4162,2915,7,20.7,72,1012.6,140,17,Thursday,4
223,1/10/2019,8,0.28,25,24,2019-01-10 08,4597,3263,8,20.9,65,1013.5,160,19,Thursday,4
224,1/10/2019,9,0.27,24,25,2019-01-10 09,4037,3346,9,21.1,65,1013.9,160,17,Thursday,4
225,1/10/2019,10,0.27,22,25,2019-01-10 10,3632,3358,10,21.3,67,1014.2,180,15,Thursday,4
226,1/10/2019,11,0.28,18,25,2019-01-10 11,3410,3555,11,21.5,67,1014.5,180,15,Thursday,4
227,1/10/2019,12,0.29,17,25,2019-01-10 12,3171,3548,12,22.1,65,1014.9,180,13,Thursday,4
228,1/10/2019,13,0.29,16,25,2019-01-10 13,3174,3803,13,21.5,71,1015.4,180,19,Thursday,4
229,1/10/2019,14,0.3,11,25,2019-01-10 14,3321,3946,14,22,68,1015.5,180,17,Thursday,4
230,1/10/2019,15,0.3,7,25,2019-01-10 15,3225,4243,15,22.4,61,1015.6,180,19,Thursday,4
231,1/10/2019,16,0.29,8,25,2019-01-10 16,3273,4334,16,22.3,60,1015.5,180,17,Thursday,4
232,1/10/2019,17,0.29,10,24,2019-01-10 17,3418,4555,17,22.7,58,1015.6,180,15,Thursday,4
233,1/10/2019,18,0.28,12,23,2019-01-10 18,2997,3955,18,22.7,59,1015.9,180,11,Thursday,4
234,1/10/2019,19,0.27,14,24,2019-01-10 19,2325,3234,19,21.1,65,1016.6,200,15,Thursday,4
235,1/10/2019,20,0.27,9,24,2019-01-10 20,2332,3551,20,19.7,67,1017.5,180,13,Thursday,4
236,1/10/2019,21,0.25,11,24,2019-01-10 21,2048,2946,21,19.1,68,1018,160,15,Thursday,4
237,1/10/2019,22,0.24,11,24,2019-01-10 22,1417,2173,22,18.2,69,1018.9,160,15,Thursday,4
238,1/10/2019,23,0.23,14,24,2019-01-10 23,1185,1755,23,17.7,66,1019.9,160,19,Thursday,4
239,1/10/2019,24,0.22,13,23,2019-01-10 24,,,24,23.9,71,1009.9,140,20,Thursday,4
240,1/11/2019,1,0.22,9,23,2019-01-11 01,622,1217,1,16.5,71,1020.3,180,9,Friday,5
241,1/11/2019,2,0.22,7,22,2019-01-11 02,427,768,2,15.9,72,1020.1,180,11,Friday,5
242,1/11/2019,3,0.22,6,22,2019-01-11 03,427,580,3,15.5,70,1020.6,160,7,Friday,5
